Elutriation				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YBR249C	ARO4	aromatic amino acid biosynthesis	2-dehydro-3-deoxyphosphoheptonate aldolase	
YBR250W	YBR250W	unknown	unknown	
YBR251W	MRPS5	protein synthesis	"ribosomal protein, mitochondrial S5"	
YBR252W	DUT1	pyrimidine metabolism	dUTP pyrophosphatase	
YBR253W	SRB6	transcription	RNA polymerase mediator subunit	
YBR254C	TRS20	secretion (putative)	"transport protein particle (TRAPP) subunit, 20 kD"	
YBR255W	YBR255W	unknown	unknown	
YBR256C	RIB5	flavin biosynthesis	"riboflavin synthase, alpha chain"	S/G2
YBR257W	POP4	rRNA and tRNA processing	RNase P and RNase MRP subunit	
YBR258C	YBR258C	unknown	unknown	
YBR259W	YBR259W	unknown	unknown; similar to serine-type carboxypeptidase Prc1p	
YBR260C	RGD1	unknown	GTPase-activating (GAP) protein (putative)	
YBR261C	YBR261C	unknown	unknown	
YBR262C	YBR262C	unknown	unknown	
YBR263W	SHM1	one-carbon interconversion	serine hydroxymethyltransferase	
YBR264C	YPT10	unknown	unknown; similar to rab proteins and other small GTP-binding	
YBR265W	TSC10	sphingolipid biosynthesis	3-ketosphinganine reductase	
YBR266C	YBR266C	unknown	unknown	
YBR267W	YBR267W	unknown	unknown	
YBR268W	MRPL37	protein synthesis	"ribosomal protein, mitochondrial L37"	
YBR269C	YBR269C	unknown	unknown	
YBR270C	YBR270C	unknown	unknown	
YBR271W	YBR271W	unknown	unknown; similar to Clostridium botulinum C1 toxin	
YBR272C	HSM3	mismatch repair	unknown; MutS homolog	
YBR273C	YBR273C	unknown	unknown	M/G1
YBR274W	CHK1	cell cycle	DNA damage checkpoint protein kinase	
YBR275C	RIF1	silencing	RAP1-interacting protein	
YBR276C	PPS1	unknown	protein phosphatase	
YBR277C	YBR277C	unknown	unknown	
YBR278W	DPB3	DNA replication	polymerase epsilon C subunit	
YBR279W	PAF1	transcription	RNA polymerase II-associated protein	
YBR280C	YBR280C	unknown	unknown; similar to Srm1p/Prp20p	
YBR281C	YBR281C	unknown	unknown	
YBR282W	MRPL27	protein synthesis	"ribosomal protein, mitochondrial L27"	
YBR283C	SSH1	secretion	ER protein translocation complex subunit	
YBR284W	YBR284W	unknown	unknown; similar to AMP deaminase	
YBR285W	YBR285W	unknown	unknown	
YBR286W	APE3	protein degradation	vacuolar aminopeptidase Y	
YBR287W	YBR287W	unknown	unknown	G2/M
YBR288C	APM3	vacuolar protein targeting	AP-3 complex subunit	
YBR289W	SNF5	transcription	component of SWI/SNF global activator complex	
YBR290W	BSD2	transport	Cu(2+) transporter	
YBR291C	CTP1	transport 	mitochondrial citrate transporter	
YBR292C	YBR292C	unknown	unknown	
YBR293W	YBR293W	unknown	major facilitator superfamily	
YBR294W	SUL1	transport	sulfate permease	
YBR295W	PCA1	transport	Cu(2+) ATPase	
YBR296C	PHO89	phosphate metabolism	Na+/Pi symporter	M/G1
YBR297W	MAL33	maltose metabolism	regulator of maltose metabolic genes	
YBR298C	MAL31	transport	maltose permease	
YBR299W	MAL32	maltose metabolism	alpha-glucosidase	
YBR300C	YBR300C	unknown	unknown	
YBR301W	YBR301W	unknown	unknown; similar to Ykl224p and other members of the PAU1	
YBR302C	COS2	unknown	unknown; similar to subtelomerically-encoded proteins	
YCL001W	RER1	secretion; protein targeting	ER protein retention (Golgi membrane protein)	
YCL002C	YCL002C	unknown	unknown	
YCL004W	PGS1	phospholipid metabolism	phosphatidylglycerophosphate synthase	
YCL005W	YCL005W	unknown	unknown	
YCL006C	YCL006C	unknown	unknown	
YCL007C	CWH36	cell wall biogenesis	unknown	
YCL008C	STP22	vacuolar protein targeting	unknown; similar to Tsg101 tumor susceptibility gene	
YCL009C	ILV6	isoleucine and valine biosynthesis	acetolactate synthase	
YCL010C	YCL010C	unknown	unknown	
YCL011C	GBP2	unknown	telomere-associated protein (putative)	
YCL012W	YCL012W	unknown	unknown	G2/M
YCL014W	BUD3	cell polarity	bud site selection	S/G2
YCL016C	YCL016C	unknown	unknown	
YCL017C	NFS1	tRNA splicing	unknown	
YCL018W	LEU2	leucine biosynthesis	beta-isopropyl-malate dehydrogenase	
YCL019W	YCL019W	unknown	unknown	
YCL020W	YCL020W	unknown	unknown	
YCL022C	YCL022C	unknown	unknown	G1
YCL023C	YCL023C	unknown	unknown	G1
YCL024W	YCL024W	unknown	protein kinase	G1
YCL025C	AGP1	transport	amino acid permease	S/G2
YCL027W	FUS1	mating; cell fusion	SH3 domain protein	M/G1
YCL028W	RNQ1	unknown	"unknown; ""transferable epigenetic modifier"""	
YCL029C	BIK1	mating; mitosis	microtubule-associated protein	
YCL030C	HIS4	histidine biosynthesis	histidinol dehydrogenase	
YCL031C	RRP7	rRNA processing	unknown	
YCL032W	STE50	signaling 	pheromone response	
YCL033C	YCL033C	unknown	unknown; similar to Neisseria pilin	
YCL034W	YCL034W	unknown	unknown	
YCL035C	GRX1	oxidative stress response	glutaredoxin	
YCL036W	YCL036W	unknown	unknown	
YCL037C	SRO9	cytoskeleton	actin filament organization	
YCL038C	YCL038C	unknown	unknown	G2/M
YCL039W	YCL039W	unknown	unknown	
YCL040W	GLK1	glycolysis	glucokinase	M/G1
YCL041C	YCL041C	unknown	unknown; similar to human papilloma virus (HPV) E6 protein	
YCL042W	YCL042W	unknown	unknown	G1
YCL043C	PDI1	protein folding	protein disulfide isomerase	G2/M
YCL044C	YCL044C	unknown	unknown	
YCL045C	YCL045C	unknown	unknown	
YCL046W	YCL046W	unknown	unknown	
YCL047C	YCL047C	unknown	unknown	
YCL048W	YCL048W	unknown	unknown; similar to Ecm33p and Sps2p	
YCL049C	YCL049C	unknown	unknown	
YCL050C	APA1	purine metabolism	ATP adenylyltransferase I	
YCL051W	LRE1	laminarase resistance	unknown	
YCL052C	PBN1	protein degradation	protease B	
YCL054W	SPB1	ribosome biogenesis	rRna methyltransferase (putative)	
YCL056C	YCL056C	unknown	unknown	
YCL057W	PRD1	protein degradation	proteinase yscD	
YCL058C	YCL058C	unknown	unknown	
YCL059C	KRR1	unknown	essential	
YCL061C	YCL061C	unknown	unknown	G1
YCL063W	YCL063W	unknown	unknown; similar to plant aminocyclopropane-1-carboxylate	S/G2
YCL064C	CHA1	hydroxy amino acid metabolism	L-serine/L-threonine deaminase	
YCL065W	YCL065W	unknown	unknown	G2/M
YCL066W	HMLALPHA1	transcription	silenced copy at HML; see YCR040W	G2/M
YCL067C	HMLALPHA2	transcription	silenced copy at HML; see YCR039C	
YCL068C	YCL068C	unknown	unknown	
YCL069W	YCL069W	unknown	 major facilitator superfamily	
YCL074W	YCL074W	unknown	unknown	
YCL075W	YCL075W	unknown	encoded by Ty5-1	
YCL076W	YCL076W	unknown	unknown	
YCR001W	YCR001W	unknown	unknown	
YCR002C	CDC10	cytokinesis	septin	S/G2
YCR003W	MRPL32	protein synthesis	"ribosomal protein, mitochondrial L32"	
YCR004C	YCP4	unknown	unknown; similar to S. pombe brefeldin A resistance protein	
YCR005C	CIT2	glyoxylate cycle	peroxisomal citrate synthase	
YCR006C	YCR006C	unknown	unknown	
YCR007C	YCR007C	unknown	unknown; similar to subtelomerically-encoded proteins	
YCR008W	SAT4	salt tolerance	protein kinase	
YCR009C	RVS161	cytoskeleton	actin-binding protein	
YCR010C	YCR010C	unknown	unknown	
YCR011C	ADP1	transport	(putative) ATP-dependent permease	
YCR012W	PGK1	glycolysis	phosphoglycerate kinase	
YCR013C	YCR013C	unknown	unknown	
YCR014C	POL4	DNA repair	DNA polymerase IV 	
YCR015C	YCR015C	unknown	unknown	
YCR016W	YCR016W	unknown	unknown	
YCR017C	YCR017C	unknown	unknown	
YCR018C	SRD1	rRNA processing	nucleolar protein 	M/G1
YCR019W	MAK32	dsRNA virus propagation	unknown	
YCR020C	PET18	mitochondrial DNA maintenance	unknown	
YCR020C-A	MAK31	dsRNA virus propagation	unknown	
YCR021C	HSP30	diauxic shift	plasma membrane heat shock protein	
YCR022C	YCR022C	unknown	unknown	
YCR023C	YCR023C	unknown	major facilitator superfamily	
YCR024C	YCR024C	protein synthesis	"tRNA synthetase, mitochondrial, asparaginyl"	
YCR024C-A	PMP1	H+ homeostasis	regulates plasma membrane H+-ATPase	G2/M
YCR025C	YCR025C	unknown	unknown	
YCR026C	YCR026C	unknown	unknown; similar to human plasma membrane glycoprotein PCI	
YCR027C	RSG1	unknown	"GTP-binding protein, ras family"	
YCR028C	FEN2	unknown	unknown; similar to Dal5p and members of the allantoate	
YCR030C	YCR030C	unknown	unknown	
YCR031C	RPS14A	protein synthesis	ribosomal protein S14A	
YCR032W	BPH1	transport	acetic acid export pump (putative)	
YCR033W	YCR033W	unknown	unknown	
YCR034W	FEN1	cell wall biogenesis	"beta-1,3-glucan synthase subunit"	
YCR035C	RRP43	rRNA processing	exoribonuclease	
YCR036W	RBK1	ribose metabolism	ribokinase	
YCR037C	PHO87	transport	inorganic phosphate permease	
YCR038C	BUD5	bud site selection	GDP/GTP exchange factor for Rsr1p/Bud1p	
YCR039C	MATALPHA2	transcription	a-specific gene repressor	
YCR040W	MATALPHA1	transcription	alpha-specific gene activator	G2/M
YCR041W	YCR041W	unknown	unknown	G2/M
YCR042C	TSM1	transcription	TFIID associated factor (TAF)	G2/M
YCR043C	YCR043C	unknown	unknown	
YCR044C	YCR044C	unknown	unknown	
YCR045C	YCR045C	unknown	unknown; similar to protease B (Prb1p) and subtilisin family	
YCR046C	IMG1	protein synthesis	"ribosomal protein, mitochondrial"	
YCR047C	YCR047C	unknown	unknown; similar to rat methylglycine transferase	
YCR048W	ARE1	sterol metabolism	acyl-CoA sterol acyltransferase	
YCR049C	YCR049C	unknown	unknown	
YCR050C	YCR050C	mitochondrial function (putative)	unknown	
YCR051W	YCR051W	unknown	unknown; similar to ankyrin and coiled-coil protein	
YCR052W	RSC6	chromatin structure	chromatin remodeling complex subunit	
YCR053W	THR4	threonine biosynthesis	threonine synthase	
YCR054C	CTR86	unknown	unknown	
YCR057C	PWP2	cytoskeleton (putative)	unknown	
YCR059C	YCR059C	unknown	unknown	
YCR060W	YCR060W	unknown	"unknown; similar to stress inducible protein Sti1p, has"	
YCR061W	YCR061W	unknown	unknown	
YCR062W	YCR062W	unknown	unknown	
YCR063W	YCR063W	unknown	"unknown; similar to Xenopus G10, a developmentally-regulated"	
YCR064C	YCR064C	unknown	unknown	
YCR065W	HCM1	transcription (putative)	forkhead family of DNA-binding proteins	G1
YCR066W	RAD18	"DNA repair, postreplication"	forms complex with Rad6p; putative ATPase	
YCR067C	SED4	secretion	ER vesicle formation	
YCR068W	YCR068W	unknown	unknown	
YCR069W	SCC3	protein folding	peptidyl-prolyl cis-trans isomerase	S/G2
YCR071C	IMG2	mitochondrial DNA maintenance	unknown	
YCR072C	YCR072C	unknown	unknown; similar to nuclear mRNA processing protein Prp4p	
YCR073C	SSK22	"signaling, high osmolarity pathway"	MAPKKK (mitogen-activated protein kinase kinase kinase)	
YCR075C	ERS1	secretion (putative)	unknown; suppresses erd1 mutation	
YCR076C	YCR076C	unknown	unknown	
YCR077C	PAT1	mitosis; chromosome transmission	topoisomerase II	
YCR079W	YCR079W	unknown	protein phosphatase	
YCR081W	SRB8	transcription	RNA polymerase II mediator subunit	
YCR082W	YCR082W	unknown	unknown	
YCR083W	TRX3	oxidative stress response	"thioredoxin, mitochondrial"	
YCR084C	TUP1	transcription	general repressor	
YCR085W	YCR085W	unknown	unknown	
YCR086W	YCR086W	unknown	unknown
YCR087W	YCR087W	unknown	unknown
YCR088W	ABP1	cytoskeleton	actin binding protein
YCR089W	FIG2	mating	"extracellular, cell wall protein"
YCR090C	YCR090C	unknown	unknown
YCR091W	KIN82	unknown	protein kinase
YCR092C	MSH3	"DNA repair, mismatch"	MutS homolog
YCR093W	CDC39	transcription	general negative regulator
YCR094W	CDC50	cell cycle	unknown
YCR095C	YCR095C	unknown	unknown
YCR096C	A2	unknown	mating type a specific
YCR098C	GIT1	unknown	unknown; similar to phosphate transporter
YCR099C	YCR099C	unknown	"unknown; similar to Pep1p, probably represents a fragmented coding region of a pseudogene"
YCR100C	YCR100C	unknown	"unknown; similar to Pep1p, probably represents a fragmented coding region of a pseudogene"
YCR101C	YCR101C	unknown	"unknown; similar to Pep1p, probably represents a fragmented coding region of a pseudogene"
YCR102C	YCR102C	unknown	unknown; similar to Bacillus subtilis sorbitol
YCR103C	YCR103C	unknown	unknown	
YCR104W	PAU3	unknown	unknown; similar to bovine alcohol dehydrogenase	
YCR105W	YCR105W	unknown	unknown; similar to bovine alcohol dehydrogenase	
YCR106W	YCR106W	unknown	unknown; similar to transcription factors	
YCR107W	AAD3	unknown	hypothetical aryl-alcohol dehydrogenase	
YDL001W	YDL001W	unknown	unknown; similar to Yfr048p	
YDL002C	NHP10	chromatin structure	non-histone protein	
YDL003W	MCD1	"mitosis, sister chromatid cohesion"	unknown	G1
YDL004W	ATP16	ATP synthesis	F1F0-ATPase subunit	
YDL005C	MED2	transcription	RNA polymerase II mediator subunit	
YDL006W	PTC1	tRNA splicing	protein phosphatase	
YDL007W	RPT2	protein degradation	26S proteasome subunit	
YDL008W	APC11	mitosis	anaphase promoting complex subunit	
YDL009C	YDL009C	unknown	unknown	
YDL010W	YDL010W	unknown	unknown; similar to Ybr014p and glutaredoxins	G1
YDL012C	YDL012C	unknown	unknown	
YDL013W	HEX3	hexose metabolism (putative)	unknown	
YDL014W	NOP1	"rRNA processing, 35S"	fibrillarin homolog	
YDL015C	YDL015C	unknown	unknown; similar to rat synaptic glycoprotein SC2	
YDL016C	YDL016C	unknown	unknown	
YDL017W	CDC7	cell cycle	S phase protein kinase	
YDL018C	ERP3	membrane trafficking; secretion (putative)	unknown	G1
YDL019C	YDL019C	unknown	unknown; similar to Swh1p	
YDL020C	RPN4	"protein degradation, ubiquitin-mediated"	26S proteasome subunit	
YDL021W	GPM2	glycolysis	phosphoglycerate mutase	
YDL022W	GPD1	glycerol metabolism	glycerol-3-phosphate dehydrogenas	
YDL023C	YDL023C	unknown	unknown	
YDL024C	YDL024C	unknown	unknown; similar to acid phosphatases	
YDL025C	YDL025C	unknown	putative protein kinase	
YDL026W	YDL026W	unknown	unknown	
YDL027C	YDL027C	unknown	unknown	
YDL028C	MPS1	"mitosis, checkpoint"	protein kinase	
YDL030W	PRP9	mRNA splicing	U2 snRNP activation	
YDL032W	YDL032W	unknown	unknown	
YDL034W	YDL034W	unknown	unknown	
YDL035C	GPR1	"signaling, pheromone pathway"	"G-protein coupled receptor, coupled to Gpa2p"	
YDL036C	YDL036C	unknown	unknown; similar to Rib2p	
YDL037C	YDL037C	unknown	"similar to glucan 1,4-alpha-glucosidase"	G2/M
YDL038C	YDL038C	unknown	unknown	
YDL039C	YDL039C	unknown	unknown	G2/M
YDL040C	NAT1	protein processing	protein N-acetyltransferase subunit	
YDL041W	YDL041W	unknown	unknown	
YDL042C	SIR2	silencing 	"reulator of silencing at HML, HMR, telomeres"	
YDL043C	PRP11	mRNA splicing	"U2, U5, U4/U6 snRNP protein"	
YDL044C	MTF2	"mRNA splicing, mitochondrial"	unknown	
YDL045C	FAD1	flavin biosynthesis	flavin adenine dinucleotide (FAD) synthetase	
YDL046W	YDL046W	unknown	unknown	
YDL047W	SIT4	cell cycle	type 2A related protein phosphatase	
YDL048C	STP4	tRNA splicing	unknown	G2/M
YDL049C	KNH1	cell wall biogenesis	Kre9p homolog	
YDL050C	YDL050C	unknown	unknown	
YDL051W	YLA1	unknown	RNA binding protein	
YDL052C	SLC1	phospholipid metabolism	fatty acyltransferase	
YDL053C	YDL053C	unknown	unknown	
YDL054C	YDL054C	unknown	unknown	
YDL055C	PSA1	mannose metabolism	mannose-1-phosphate guanyltransferase	G1
YDL056W	MBP1	cell cycle	transcription factor	
YDL057W	YDL057W	unknown	unknown	
YDL058W	USO1	secretion	SNARE docking complex assembly	
YDL059C	RAD59	DNA repair and recombination	unknown	
YDL060W	YDL060W	unknown	unknown	
YDL061C	RPS29B	protein synthesis	ribosomal protein S29B	
YDL062W	YDL062W	unknown	unknown	
YDL063C	YDL063C	unknown	unknown	
YDL064W	UBC9	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme
YDL065C	PEX19	peroxisome biogenesis	unknown
YDL066W	IDP1	TCA cycle	isocitrate dehydrogenase (NADP+)
YDL067C	COX9	oxidative phosphorylation	cytochrome c oxidase assembly
YDL068W	YDL068W	unknown	unknown
YDL069C	CBS1	protein synthesis	translation activator of COB mRNA (mitochondria)
YDL070W	BDF2	unknown	unknown; similar to mammalian glycogen
YDL071C	YDL071C	unknown	unknown
YDL072C	YDL072C	unknown	unknown
YDL073W	YDL073W	unknown	unknown
YDL074C	YDL074C	unknown	unknown
YDL075W	RPL31A	protein synthesis	ribosomal protein L31A
YDL076C	YDL076C	unknown	unknown
YDL077C	VAM6	protein degradation	vacuolar carboxypeptidase Y
YDL078C	MDH3	TCA cycle	malate dehydrogenase
YDL079C	MRK1	unknown	protein kinase
YDL080C	THI3	thiamine metabolism	alpha-ketoisocaproate carboxylase	
YDL081C	RPP1A	protein synthesis	"ribosomal protein P1A, acidic"	
YDL082W	RPL13A	protein synthesis	ribosomal protein L13A	
YDL083C	RPS16B	protein synthesis	ribosomal protein S16B	
YDL084W	SUB2	mRNA splicing	RNA helicase	
YDL085W	YDL085W	unknown	unknown; similar to NADH dehydrogenase (ubiquinone)	
YDL086W	YDL086W	unknown	unknown	
YDL087C	LUC7	mRNA processing (putative)	unknown; synthetic lethal with cap-binding complex	
YDL088C	ASM4	unknown	unknown; suppresses ts mutations in pol3	
YDL089W	YDL089W	unknown	unknown	M/G1
YDL090C	RAM1	protein processing	farnesyltransferase	
YDL091C	YDL091C	unknown	unknown	
YDL092W	SRP14	secretion	signal recognition particle subunit	
YDL093W	PMT5	protein glycosylation	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	G1
YDL094C	YDL094C	unknown	unknown	
YDL095W	PMT1	protein glycosylation	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	G1
YDL096C	YDL096C	unknown	unknown	G1
YDL097C	RPN6	protein degradation	26S proteasome regulatory subunit	
YDL098C	SNU23	mRNA splicing (putative)	U4/U6.U5 snRNP protein	
YDL099W	YDL099W	unknown	unknown	
YDL100C	YDL100C	unknown	unknown; similar to E. coli arsenical pump-driving ATPase	
YDL101C	DUN1	DNA repair	DNA damage-responsive protein kinase	G1
YDL102W	CDC2	DNA replication	DNA polymerase delta catalytic 125 KD subunit	G1
YDL103C	QRI1	UDP-N-acetylglucosamine biosynthesis	UDP-N-acetylglucosamine pyrophosphorylase	G1
YDL104C	QRI7	unknown	unknown; similar to E. coli orfx gene	
YDL105W	QRI2	unknown	unknown	G1
YDL106C	GRF10	phosphate signaling	transcription factor	
YDL107W	MSS2	"mRNA splicing, COX1 mRNA"	unknown	
YDL108W	KIN28	transcription	protein kinase; also TFIIH subunit	
YDL109C	YDL109C	unknown	unknown	
YDL110C	YDL110C	unknown	unknown	
YDL111C	RRP42	rRNA processing	exoribonuclease	
YDL112W	TRM3	tRNA processing	tRNA robose methylase	
YDL113C	YDL113C	unknown	unknown	
YDL114W	YDL114W	unknown	unknown	
YDL115C	YDL115C	unknown	unknown	
YDL116W	NUP84	nuclear protein targeting	nuclear pore protein	
YDL117W	YDL117W	unknown	unknown	M/G1
YDL118W	YDL118W	unknown	unknown	
YDL119C	YDL119C	unknown	unknown	
YDL120W	YFH1	"iron homeostasis, mitochondrial"	frataxin homolog	
YDL121C	YDL121C	unknown	unknown	
YDL122W	UBP1	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YDL123W	YDL123W	unknown	unknown	
YDL124W	YDL124W	unknown	unknown	
YDL125C	HNT1	unknown	unknown; similar to protein kinase C inhibitor-I	
YDL126C	CDC48	ubiquitin mediated degredation	microsomal AAA ATPase family	
YDL127W	PCL2	cell cycle	G1/S cyclin	G1
YDL128W	VCX1	transport	vacuolar H+/Ca(2+) exchanger	G2/M
YDL129W	YDL129W	unknown	unknown	
YDL130W	RPP1B	protein synthesis	"ribosomal protein L44', acidic"	
YDL131W	LYS21	lysine biosynthesis	homocitrate synthase	
YDL132W	CDC53	cell cycle	G1 cyclin degradation	
YDL133W	YDL133W	unknown	unknown	
YDL134C	PPH21	cell cycle	protein phosphatase 2A	
YDL135C	RDI1	signaling	rho GDP dissociation inhibitor for Rho1p	
YDL136W	RPL35B	protein synthesis	ribosomal protein L35B	
YDL137W	ARF2	secretion	ADP-ribosylation factor	
YDL138W	RGT2	transport	glucose permease	G2/M
YDL139C	YDL139C	unknown	unknown	
YDL140C	RPO21	transcription	RNA polymerase II 215 kD subunit	
YDL141W	BPL1	protein processing	biotin:apoprotein ligase	
YDL142C	CRD1	lipid biosynthesis	cardiolipin synthase	
YDL143W	CCT4	protein folding	cytoplasmic chaperonin subunit	
YDL144C	YDL144C	unknown	unknown	
YDL145C	COP1	secretion	vesicle coat component	
YDL146W	YDL146W	unknown	unknown	
YDL147W	RPN5	protein degradation	26S proteasome subunit	
YDL148C	YDL148C	unknown	unknown	
YDL149W	AUT9	autophagy	unknown	
YDL150W	RPC53	transcription	RNA polymerase III 47 kD subunit	
YDL151C	YDL151C	unknown	unknown	
YDL152W	YDL152W	unknown	unknown	
YDL153C	SAS10	silencing 	"nuclear protein, reulator of silencing at HML, HMR, telomeres"	
YDL154W	MSH5	DNA repair	MutS homolog; also recombination	
YDL155W	CLB3	cell cycle	G2/M cyclin	
YDL156W	YDL156W	unknown	unknown	G1
YDL157C	YDL157C	unknown	unknown	G1
YDL158C	YDL158C	unknown	unknown	
YDL159W	STE7	"signaling, pheromone and pseudohyphal growth pathways"	MAPKK (mitogen-activated protein kinase kinase)	
YDL160C	DHH1	transcription	RNA helicase	
YDL161W	ENT1	endocytosis (putative)	unknown; epsin homolog	
YDL162C	YDL162C	unknown	unknown	
YDL163W	YDL163W	unknown	unknown	G1
YDL164C	CDC9	DNA replication and repair	DNA ligase	G1
YDL165W	CDC36	transcription	general negative regulator	
YDL166C	YDL166C	unknown	unknown	
YDL167C	NRP1	unknown	unknown	
YDL168W	SFA1	formaldehyde metabolism	long-chain alcohol dehydrogenase	
