				y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72	21clb2	y80n8a	16cln3	y80n9bf
100	0.049	0.78	YAL066W	-0.80247	0.26749	1.1404	0.06859	-2.10213	-1.58364	-2.28391	-0.41769	1.20125	2.73641	3.1401	2.06414	-0.99318	-1.17302	-1.74559	0.34729	-1.74017	0.88054	-0.0915	-0.70762	-2.32671	2.34543
101	0.049	0.744	YDL220C	0.79017	-0.04377	1.11027	-0.17807	-2.99723	-4.27565	-3.21306	-2.7166	0.07723	3.04877	2.49575	3.11558	-0.00613	-1.32693	-3.6806	-1.27617	-1.50227	0.79401	-0.30848	4.72491	-1.13085	-1.32526
102	0.049	0.588	YKL017C	0.17522	0.368	0.40764	-0.60646	-2.36685	-4.05545	-2.76119	-1.70004	-0.63758	3.53991	1.5385	2.79947	0.30201	0.22912	-2.85921	0.08255	-0.14927	2.78824	-2.65766	2.4817	-2.67498	2.37319
103	0.049	0.547	YMR082C	-0.11276	1.45682	0.19664	-0.09384	-0.94011	-3.67652	-2.29891	-2.44773	-1.7655	1.19268	-0.2362	1.15348	0.84397	0.5284	-2.58307	-1.24454	0.47619	1.31421	1.6031	3.86743	-2.1977	-1.5479
104	0.05	0.892	YER142C	-3.09496	3.87414	0.44272	0.33947	-1.82038	-2.26853	-3.20546	-0.85047	0.02009	1.78722	1.96388	1.21443	-0.46626	-0.88596	-2.23479	0.93115	-1.80359	0.39189	2.82917	-0.24544	-0.62512	-1.54599
105	0.051	0.261	YOR122C	-1.40331	2.18878	1.23596	1.28414	1.27227	-0.46978	0.01247	-1.05883	-1.49128	-1.48203	-2.40282	-1.60548	-1.01444	-1.24902	-2.57315	-2.98713	0.05956	-0.80552	1.96987	3.97793	-0.6241	-2.8979
106	0.051	0.319	YER084W	-0.8252	2.86667	-0.3233	-0.18447	-0.23971	-3.10411	-1.47223	-1.80936	-2.69614	0.20308	-1.94849	0.09303	1.03005	0.94028	-2.3685	-1.08491	1.35133	1.50004	-0.56878	4.67618	-1.03662	-1.8009
107	0.052	0.648	YPL047W	-4.24159	4.70595	0.67591	0.49398	-0.8793	-0.54473	-2.49769	0.80582	-0.11009	1.58926	1.6435	0.41135	-1.05467	-0.17616	-1.0578	1.58564	-1.08569	1.40994	0.90079	-2.12919	-2.95413	2.36348
108	0.052	0.131	YDR176W	0.78419	-0.55119	-0.93201	-1.18656	-2.01939	-1.37	-1.0634	0.05932	0.69142	2.22145	1.97432	2.18023	1.07433	0.83856	0.63075	2.37323	-0.1936	1.36198	-2.98721	-1.10247	0.72101	1.7305
109	0.052	0.387	YGL073W	0.10357	-2.0063	1.35419	0.38828	-1.60917	0.88354	-0.55647	0.69634	3.17292	1.97666	3.69868	1.57879	-1.92775	-2.49787	-0.45271	0.41715	-2.86889	-0.96614	0.08083	-3.32043	0.27898	1.99653
110	0.052	0.515	YOR072W	-3.86314	3.49702	2.21678	1.68961	1.1556	-0.02453	-0.9235	0.24001	-1.43322	-0.09676	-1.43077	-1.6359	-3.14338	-2.01503	-4.10054	-2.82654	-0.57996	0.84331	-0.21006	1.96451	-3.36969	1.7441
111	0.053	0.047	YLR292C	-2.25125	4.56093	-0.94867	0.24206	0.51769	-0.19116	0.38026	-0.32553	-1.5794	-2.61181	-2.6888	-2.13787	0.45476	-0.7695	-1.1823	-0.68507	0.21489	-1.83841	0.99439	2.29695	4.61046	-6.26887
112	0.053	0.853	YCR030C	-1.35082	2.34353	0.81545	0.22756	-1.40936	-2.50649	-2.25839	-1.27814	-0.63103	1.64712	0.76761	1.23896	-0.36772	-0.73679	-2.71002	-0.67077	-0.74709	0.93274	-0.4071	2.79051	-1.49693	-0.2735
113	0.053	0.699	YGR237C	-0.34989	1.65492	-0.26256	-0.571	-2.06885	-3.49166	-2.67646	-1.76674	-0.75349	2.15501	1.27995	2.10995	1.00628	0.43871	-1.84188	0.51905	-0.28181	1.39542	0.08001	2.04067	-0.75186	-0.89193
114	0.054	0.655	YDR018C	-1.71685	3.32769	-0.33046	-0.4717	-1.51946	-2.44185	-2.54286	-0.75304	-1.03744	1.76923	0.93362	1.44339	0.6667	0.79966	-1.19256	1.08333	0.02825	1.75854	-0.88618	1.27143	-1.85404	0.73338
115	0.054	0.417	YOR392W	1.17722	-1.15037	1.63637	0.53786	-0.35902	-2.76524	-0.84965	-2.32915	-0.99119	1.15663	-0.75331	0.77631	-0.99205	-1.43376	-4.11897	-3.78295	0.01435	0.80693	-1.11078	5.07951	-2.59018	0.39614
116	0.055	0.213	YDR180W	4.98653	-5.5266	1.62188	0.04967	-1.0247	-3.1304	0.03293	-3.58478	0.92427	1.98384	0.68398	2.22679	-0.77368	-2.22514	-3.79423	-5.30926	-0.4407	-0.14899	-0.41586	4.0373	-1.74763	0.33502
117	0.056	0.531	YOR030W	0.14789	1.24129	-0.57561	-0.81333	-1.88946	-3.17677	-2.1199	-1.51827	-0.88788	1.90079	0.8132	1.96584	1.22819	0.71948	-1.40832	0.61981	0.15785	1.48774	-1.40928	2.36328	-0.22869	-0.54331
118	0.056	0.396	YLR318W	0.97439	-0.47159	-0.46916	-0.88753	-1.77851	-2.74769	-2.01213	-1.34207	-0.33547	2.21576	1.63248	2.31998	1.30498	1.14592	-0.47983	0.97521	0.17306	1.65098	-0.43915	0.92198	-1.65034	0.96847
119	0.056	0.658	YDR268W	-2.26502	2.87575	-0.338	-0.63596	-3.07458	-1.79789	-3.1879	0.16054	1.26204	3.12055	4.00704	2.63587	0.14925	-0.18974	-0.43284	3.13004	-1.9801	1.1013	-0.0917	-3.05812	0.30584	0.93812
120	0.057	0.567	YDR402C	-0.88942	0.73897	0.75066	-0.24996	-1.88625	-3.41228	-3.50606	-1.24583	-0.6068	3.69997	2.43312	2.76822	0.16666	1.06251	-1.83527	0.93565	-0.26555	3.24436	-0.05501	0.42827	-5.42281	4.0775
121	0.059	0.405	YBR255W	-2.92499	6.36592	-1.53154	-0.83134	-1.08347	-2.11141	-2.60868	-0.40458	-1.90672	0.97684	-0.00544	0.90539	1.45572	1.85858	-0.16613	1.9698	0.80324	1.89488	-0.99523	0.79105	-1.22587	-0.13836
122	0.06	0.635	YLR220W	0.40332	1.02695	-0.50511	-0.68371	-2.64557	-3.68816	-2.65684	-2.29198	-0.02746	2.03981	1.94659	2.54753	1.36978	-0.13788	-1.71907	0.52703	-1.00319	0.23498	1.26041	1.74951	1.41266	-3.15715
123	0.06	0.116	YJL213W	-1.05467	-0.12771	0.47752	0.12727	-0.86503	1.8473	0.33109	1.86448	2.30437	0.94494	2.12297	0.35666	-1.56677	-1.63003	0.47769	1.41706	-1.83167	-0.55796	-2.2307	-3.76586	1.63066	2.25581
124	0.06	0.537	YNL318C	-0.03952	-1.36723	1.49141	0.14332	-1.76243	-1.1592	-1.77841	-0.21973	1.41004	2.94379	3.11088	2.17596	-1.28148	-1.14605	-1.57034	0.07701	-1.59323	1.17553	-1.30042	-0.95102	-3.37624	4.34586
125	0.061	0.614	YHR057C	-6.42927	6.28899	1.18662	1.66223	-0.27766	-0.15144	-3.88288	0.0599	0.00604	0.09762	2.13513	-0.63857	-1.75895	-1.25415	-1.55459	1.24914	-2.9277	-1.04869	8.37781	-2.6917	-2.03732	-2.48617
126	0.061	0.372	YDR192C	-0.7758	-0.06631	0.65142	-0.29037	-1.59031	-0.37631	-1.19206	0.72414	1.27402	2.30361	2.62758	1.40953	-0.97019	-0.63843	-0.58443	1.06794	-1.05178	1.2137	-2.82016	-2.25248	-2.24727	4.79732
127	0.061	0.534	YOR173W	-3.3866	4.31039	2.53971	1.86685	0.48287	-0.11761	-0.42486	-0.01988	-0.53486	-0.17913	-1.56389	-1.22605	-2.26171	-2.35259	-3.30557	-2.27219	-1.07074	-0.24746	-1.83135	4.27242	-1.11488	-0.16522
128	0.062	0.288	YIL044C	1.27048	-2.4036	0.66447	-0.02296	-2.61461	0.76248	0.02836	0.25067	4.2135	1.81148	3.84507	2.26402	-1.43794	-3.78584	-0.50821	0.57862	-3.85326	-2.72472	-1.391	-2.52546	4.48453	-1.01666
129	0.062	0.586	YDR532C	-1.50739	3.26735	-0.68298	-0.5534	-1.56578	-2.6374	-2.09919	-0.90332	-1.19576	1.35268	0.28306	1.19556	0.98872	0.62647	-1.41269	1.1155	0.05783	1.3416	-1.32747	1.63829	0.54558	-1.07951
130	0.063	0.84	YGL080W	-7.58841	8.1738	1.84687	1.63302	-1.81966	-1.58959	-3.74518	0.30077	-0.42337	1.72191	1.18216	0.07583	-3.44614	-4.03371	-6.0442	0.02332	-3.73198	-0.00025	-0.65091	0.32835	0.68912	-1.0848
131	0.065	0.906	YKR098C	-2.08209	2.5512	0.81828	0.19301	-1.80253	-1.55612	-2.4139	-0.34118	0.39846	2.08036	2.29657	1.52447	-0.68255	-0.86003	-1.75731	0.58076	-1.48453	0.80936	-0.3267	-0.34625	-1.3602	1.18602
132	0.065	0.646	YDL228C	-0.33721	1.32834	-0.44	-0.81457	-2.32835	-2.78782	-2.77348	-1.1433	-0.20126	2.45485	2.38746	2.52147	1.02049	0.70404	-0.83497	1.40941	-0.50783	1.47614	-0.4793	0.39321	-1.12802	0.58886
133	0.065	0.865	YNL207W	-0.72314	1.43647	0.94752	0.32895	-1.54055	-2.62346	-2.14722	-1.72443	-0.31031	1.57239	1.03489	1.46953	-0.36741	-1.20763	-2.96191	-1.1375	-1.17097	0.30129	0.22198	2.73509	-0.53348	-1.26105
134	0.066	0.822	YLL041C	-1.93373	3.14767	0.46341	0.22706	-1.54746	-3.61851	-2.70647	-2.02072	-1.29555	1.5271	0.27653	1.09385	-0.1143	-0.90806	-3.89819	-0.91773	-0.81161	0.84521	0.56645	2.58525	-0.37555	-1.82593
135	0.066	0.823	YDR069C	-0.87591	1.35354	0.85864	-0.2022	-2.95844	-3.91944	-3.76422	-1.85629	0.0496	3.70499	3.06587	3.26935	-0.01396	-0.55012	-2.98295	0.37673	-1.53277	1.80664	-0.64084	1.44385	-2.44727	1.40891
136	0.066	0.518	YBR132C	-4.18812	4.74499	2.35725	2.02674	1.08503	0.31263	-0.56036	0.17234	-0.95888	-0.69891	-1.71464	-1.79609	-2.54939	-2.25428	-3.34792	-2.40716	-0.99686	-0.30883	0.18709	2.5811	-1.90714	-0.13895
137	0.067	0.576	YDL034W	-1.24111	1.18192	0.4651	-0.51271	-2.51211	-1.92257	-2.6281	-0.02331	0.73184	3.32509	3.2196	2.52968	-0.39159	-0.21807	-1.26334	1.5976	-1.19463	1.97899	-2.98108	-1.20368	-2.52062	4.31083
138	0.068	0.765	YDL117W	-1.34641	3.14473	-0.37673	-0.86925	-3.18693	-2.76556	-3.64731	-1.00623	0.26575	2.78273	3.97917	2.94933	0.68151	0.12277	-1.07518	1.60138	-1.34584	1.12248	-0.18764	-0.5988	-0.20547	-0.11959
139	0.068	0.305	YNL241C	-1.85309	1.08218	1.63151	1.07101	-0.0066	1.58005	0.7879	1.25675	1.43179	-0.00865	0.21639	-0.92734	-2.58716	-2.86024	-1.68881	-1.06775	-1.76103	-1.03813	-2.58368	-0.66278	1.78827	0.86352
140	0.068	0.547	YBR281C	-1.67043	1.40885	0.98069	0.42036	-1.41624	0.43303	-0.42888	0.81237	1.77785	1.11953	1.87463	0.46862	-1.7735	-2.44937	-1.46309	0.16263	-2.20305	-0.71655	-2.32713	-1.50773	2.72724	0.20894
141	0.07	0.59	YDL247W	-2.21738	2.77385	0.02968	-0.38898	-1.89453	-2.25196	-3.25507	-0.29968	-0.39587	2.80438	2.53878	2.17386	0.4234	1.05992	-0.69965	2.17341	-0.53834	2.3754	-0.23756	-1.32007	-3.60366	3.2059
142	0.071	0.591	YJL049W	-2.1361	1.58545	0.53383	0.10788	-1.38023	-0.52417	-1.99106	0.6632	0.69867	2.28609	2.35858	1.53355	-0.70737	-0.19348	-0.49933	2.02894	-1.40379	1.31636	-0.93315	-2.15173	-1.51175	2.82077
143	0.071	0.611	YGL204C	-1.27895	0.87077	2.08178	1.48758	0.39915	-0.50787	-0.73941	-1.09596	-0.16322	-0.13756	-0.20924	-0.4648	-1.94719	-2.2937	-3.13999	-3.03877	-1.32865	-0.8988	2.22857	2.15815	-1.67111	-0.97179
144	0.072	0.727	YDR258C	-8.07789	9.92773	1.65954	1.7005	-1.18277	-1.04087	-3.12412	0.60661	-0.99276	0.85228	0.13963	-0.66699	-2.80523	-3.11155	-4.96178	0.0229	-2.78904	0.12705	-1.5507	0.79985	1.24775	-1.43656
145	0.074	0.488	YDR388W	-2.34625	1.33708	1.67304	0.79132	-0.53841	0.56303	-0.82158	1.06923	1.03676	1.43012	1.60163	0.23716	-2.08499	-1.54119	-1.36442	0.05087	-1.45775	0.62991	-1.85081	-1.88786	-2.62734	4.33665
146	0.074	0.433	YLR194C	1.12731	-0.5316	-1.06472	-1.46609	-2.86785	-2.38754	-2.62924	-1.11267	0.45191	2.36722	3.85584	3.04541	1.27661	0.66998	-0.04599	1.52982	-0.72922	0.86624	-0.28841	-0.85955	0.57345	-0.14336
147	0.075	0.325	YHR171W	-2.32835	4.14421	-1.20323	-0.60692	-0.74841	-1.61118	-2.24053	-0.19157	-1.50904	0.83835	0.4375	0.76068	1.49841	2.09946	0.50642	2.31923	0.68999	1.72499	0.88824	-0.76353	-1.53936	0.19698
148	0.075	0.45	YKR027W	-1.7708	3.39543	-0.89344	-0.37318	-0.93941	-2.25274	-2.50176	-1.06325	-1.41171	0.72035	0.63016	0.94688	1.64198	1.68163	-0.0645	1.64914	0.25684	1.03988	2.79381	0.13992	-0.82987	-1.81742
149	0.075	0.628	YFL038C	0.54378	-0.45927	0.32083	-0.20307	-2.85477	-1.87692	-1.87268	-1.3605	1.98137	2.13162	3.40685	2.66159	-0.03606	-1.98248	-1.48612	0.42234	-2.70966	-1.20761	0.69174	-0.51832	2.97297	-2.46789
150	0.076	0.43	YDR166C	1.07268	-0.72015	-0.68556	-1.07541	-2.39961	-2.55219	-2.4137	-1.28309	0.31525	2.42462	2.9979	2.90126	1.42006	0.92769	-0.01701	1.55666	-0.52721	1.10022	0.3089	-0.46961	-0.72744	0.44014
151	0.077	0.937	YEL011W	-4.92267	6.37141	2.00192	1.30541	-2.17761	-1.78958	-3.65643	-0.59357	0.37507	2.07387	2.90892	1.40083	-1.61928	-2.25742	-3.37671	0.00338	-2.97961	0.04091	1.15409	-0.13219	-0.47563	-0.8618
152	0.077	0.386	YIR032C	0.67073	0.4185	-0.98733	-1.04188	-1.75137	-2.69239	-2.34276	-1.45499	-0.76102	1.73139	1.68339	2.31268	1.79164	1.53841	-0.0431	1.27674	0.26681	1.33973	0.35411	0.92311	-1.23853	-0.15648
153	0.078	0.335	YHL002W	0.18613	0.01832	-0.72638	-0.76076	-1.75323	-1.68189	-2.13835	-0.69484	0.47489	1.91088	2.68333	2.22879	1.4559	1.32634	0.98459	2.34161	-0.52168	0.88305	1.99603	-1.94404	-0.85664	0.27864
154	0.078	0.24	YGR225W	0.50071	0.30738	-0.81586	-0.93221	-1.34436	-2.38482	-1.59438	-0.93435	-0.81636	1.70744	0.79651	1.7633	1.55956	1.62457	-0.06148	1.3708	0.68473	1.83814	-1.22926	0.80392	-1.06062	0.92415
155	0.078	0.153	YLR266C	0.08712	0.57816	-1.6145	-1.41039	-2.17014	-1.49339	-1.91002	-0.01711	0.50544	2.07556	2.73262	2.34999	1.8881	1.80132	1.68854	3.53525	-0.17675	1.30242	-0.23715	-2.78573	0.56439	0.74742
156	0.08	0.765	YJL047C	-1.94473	1.42553	1.19601	0.47503	-1.40105	-0.52238	-1.83805	0.19384	1.02738	1.90224	2.61776	1.2865	-1.1967	-1.19506	-1.28655	0.57746	-1.82967	0.43945	-0.15938	-1.87676	-1.59582	2.31124
157	0.08	0.602	YLL046C	0.17113	-0.97912	0.69413	-0.24175	-2.28022	-1.61472	-2.28619	-0.67488	1.3375	2.77891	3.76894	2.68785	-0.17053	-0.5251	-0.78981	0.94328	-1.6901	0.71579	0.21878	-1.69023	-1.76122	2.26964
158	0.08	0.724	YHR166C	-0.31375	0.64824	0.11657	-0.55786	-2.96674	-2.96706	-3.16595	-1.33232	0.66277	3.22474	3.56299	3.2922	0.62875	-0.1023	-1.30169	1.50892	-1.60011	1.12725	-0.34593	-0.49734	-0.60373	0.76935
159	0.081	0.613	YJR108W	-4.42277	4.4863	1.58562	1.41127	0.6523	-0.96981	-2.46483	-0.31891	-1.86399	0.4247	-0.26735	-0.6319	-1.48394	-0.18297	-2.65944	-0.84672	-0.48412	1.36952	2.4636	0.606	-4.44745	1.41904
160	0.081	0.663	YGL178W	-0.26637	-0.14613	0.85047	-0.2005	-2.35801	-2.45092	-2.57108	-0.9338	0.63583	3.33937	2.9502	2.9022	-0.28342	-0.49734	-1.86556	0.69632	-1.41199	1.61758	-1.98877	-0.05735	-2.12172	3.01836
161	0.081	0.707	YKL091C	-5.03678	5.92289	2.01185	1.90701	0.15029	-0.16121	-1.73945	-0.06499	-0.62249	-0.18959	-0.1768	-0.94469	-2.14403	-2.26503	-3.19536	-1.3306	-1.9183	-0.64598	1.72681	0.86244	-0.60479	-1.47854
162	0.082	0.444	YOL164W	0.1182	1.44706	-0.59335	-0.79431	-1.92662	-3.83045	-1.75185	-1.79576	-1.42453	1.88967	-0.07779	1.83937	1.37249	0.47501	-2.4323	0.23051	0.40836	1.73011	-3.06986	2.93164	0.80543	-0.74486
163	0.082	0.817	YIL097W	-5.51733	4.75514	2.72725	2.21757	-0.24837	-0.09204	-2.67048	-0.07848	0.07884	0.80069	1.34564	-0.25876	-3.5509	-3.4921	-4.43507	-1.61535	-3.35278	-0.7384	2.2072	-0.48123	-1.86029	0.26312
164	0.083	0.606	YDL053C	-0.15816	1.25991	-0.59126	-0.62632	-2.02388	-2.76368	-2.71979	-1.59813	-0.34879	1.80057	2.18683	2.35083	1.50266	0.87567	-0.48247	1.2932	-0.58441	0.75122	1.75456	0.23875	-0.21345	-1.46118
165	0.083	0.917	YBR280C	-3.61178	4.30025	1.14049	0.82517	-1.49172	-1.45136	-2.96809	-0.51909	0.0362	1.60613	2.19712	1.19955	-0.85659	-1.13157	-2.14884	0.51526	-2.06097	0.26419	1.60739	-0.78172	-1.03122	-0.22465
166	0.083	0.373	YPL002C	-0.93789	1.06824	1.48803	1.26837	0.83822	-0.30236	-0.1188	-0.94845	-0.74723	-0.85708	-1.28613	-0.893	-1.09405	-1.41568	-2.23076	-2.55677	-0.49112	-0.85454	1.67172	2.94361	-0.76527	-1.876
167	0.084	0.502	YKL043W	-8.4315	13.8728	-1.00594	0.25396	-1.15092	-2.6809	-4.32448	-0.04245	-3.45422	0.68743	-0.97706	-0.04027	0.84898	1.33855	-2.08624	2.63837	0.0155	2.20497	-1.35741	1.22875	0.29265	-2.12446
168	0.084	0.447	YDR257C	0.70266	-0.59625	-0.47586	-0.7244	-2.06421	-1.94254	-2.22992	-1.11261	0.62171	1.98831	3.10502	2.53449	1.19778	0.66888	0.27057	1.52145	-0.88753	0.4958	1.96017	-1.45985	-0.43105	-0.26756
169	0.085	0.409	YPL026C	-2.50802	3.61048	-0.37634	-0.41217	-1.03329	-1.47278	-1.97894	0.30833	-1.11309	1.65212	0.54154	0.95108	0.39286	1.12929	-0.60837	1.88206	0.28853	2.27721	-2.8851	-0.21561	-1.88928	2.8125
170	0.085	0.436	YIL167W	-0.60139	1.12866	-0.46422	-0.54528	-1.32138	-2.29675	-2.53388	-0.95625	-0.69295	1.90345	1.73967	1.92083	1.40463	1.77688	0.15826	1.82506	0.11879	1.78397	1.44899	-0.59563	-2.49685	1.09571
171	0.085	0.802	YCR022C	-1.81627	3.18628	-0.00051	-0.43683	-3.02135	-3.30979	-4.11035	-1.46395	-0.13314	3.01294	3.65622	3.20025	0.87515	0.29983	-1.4712	1.7245	-1.53136	1.31608	0.55592	-0.38986	-1.09627	0.08737
172	0.086	0.49	YKL194C	-2.48179	2.94337	1.60422	1.32812	0.8404	-0.69648	-0.66843	-0.66463	-1.56782	-0.48319	-1.73689	-1.10169	-1.57172	-1.38341	-3.26356	-2.5536	-0.25676	0.16957	-0.27086	3.17871	-1.76598	-0.23233
173	0.087	0.46	YJR078W	-3.24183	2.63081	2.00884	1.74992	0.88151	1.51586	-0.0903	0.83252	0.43771	-0.61827	-0.08721	-1.3926	-2.43455	-2.18449	-1.65284	-1.31476	-1.59248	-0.99442	1.44356	-0.95279	-0.99639	0.43749
174	0.088	0.447	YBL036C	2.38755	-2.88099	1.14633	0.31348	-1.09602	-2.47485	-1.52496	-3.01947	1.01747	1.55014	2.03427	2.10658	-0.0211	-1.14508	-1.86011	-2.52384	-1.33898	-0.79733	3.97118	1.17633	-1.79387	-1.09879
175	0.088	0.847	YDR077W	-1.05896	1.13022	1.25569	0.3747	-2.31663	-1.723	-2.92595	-1.06367	0.87653	2.05675	4.15852	2.36108	-0.25099	-0.97543	-1.41583	0.26143	-2.16854	-0.06589	2.57979	-1.18606	-0.82252	-0.56325
176	0.089	0.637	YKR067W	-4.1465	4.68028	1.40056	1.06993	-0.3391	-0.64883	-1.37032	0.35356	-1.0255	0.72465	-0.5528	-0.35156	-2.00881	-1.8656	-3.56747	-0.77815	-1.18862	0.77093	-3.46832	1.47277	-0.32682	1.2455
177	0.09	0.601	YKL037W	-3.10778	5.47148	0.01391	0.44865	-2.00574	-2.3398	-2.23558	-1.50974	-0.47741	0.25148	0.46475	0.72514	-0.00803	-2.20877	-3.2929	-0.19474	-2.24765	-1.57096	0.19003	2.13223	5.31017	-6.22747
178	0.091	0.52	YDL068W	-1.8665	2.13765	1.17058	1.24564	0.49535	-0.37756	-1.02146	-1.01861	-0.5527	-0.77509	-0.21293	-0.62986	-0.81951	-1.19076	-1.77593	-1.70324	-1.04433	-1.17382	4.12734	1.01499	-0.65618	-2.67732
179	0.091	0.32	YKL050C	1.48736	-3.75397	1.36376	-0.00025	-1.92938	-0.60582	-1.58235	-0.32102	2.55601	3.36993	4.43934	3.15071	-0.85701	-0.85186	-0.10728	0.75173	-2.12315	0.68204	-0.01243	-2.84243	-2.96864	4.54533
180	0.091	0.673	YHR033W	-1.22193	1.45924	0.77368	0.05098	-1.46315	-3.0161	-2.88771	-1.37206	-1.04669	2.64455	1.41966	2.14414	0.1478	0.48769	-2.27731	0.22659	-0.38611	2.3038	-1.08096	1.29329	-3.4558	2.57862
181	0.091	0.503	YGR132C	-0.878	0.29276	0.82926	0.63403	-1.32752	0.32312	-1.01584	-0.20228	2.07582	0.62807	2.8572	0.99482	-0.9329	-2.15281	-0.56309	0.23086	-2.80897	-2.00963	2.98128	-2.54703	2.48019	-2.37007
182	0.092	0.436	YER029C	0.63858	-0.73423	-0.28861	-0.47425	-2.12107	-1.39328	-1.91421	-0.98742	1.31575	1.69326	3.41735	2.38185	0.85959	-0.10412	0.30636	1.40787	-1.60733	-0.45013	2.63507	-2.12491	1.18269	-1.5055
183	0.093	0.661	YHR024C	1.05474	-0.59647	0.30206	-0.31682	-2.57057	-3.03497	-2.30223	-2.21915	0.55485	2.1904	2.58309	2.8826	0.69444	-0.87847	-1.92717	-0.1949	-1.62549	-0.16504	0.16488	1.60907	1.35615	-2.00552
184	0.093	0.364	YBR216C	-3.78602	7.18758	-1.68326	-0.71991	-1.08575	-1.53095	-2.48112	0.10505	-1.65116	0.74386	0.25104	0.6623	1.39967	1.76342	0.23721	2.63959	0.43716	1.5726	-0.9636	-1.04233	0.5058	-0.61537
185	0.093	0.636	YDR197W	0.0823	0.38974	-0.17902	-0.49199	-2.42608	-2.79372	-3.10378	-1.74304	0.28648	2.35772	3.3563	2.99569	1.29669	0.53484	-0.5122	1.36354	-1.26709	0.56805	2.40303	-0.71578	-0.67325	-0.84124
186	0.094	0.657	YBR259W	0.90289	-0.42587	0.01933	-0.7756	-3.62995	-4.20707	-3.77838	-2.54027	0.59599	3.70507	4.18888	4.36862	1.42368	0.0653	-1.6053	1.23149	-1.77991	0.9658	0.32773	0.45003	-0.2304	-0.38119
187	0.096	0.6	YDR055W	0.82325	-0.07952	-0.39729	-0.9504	-3.2838	-3.47511	-4.06098	-2.21487	0.03136	2.81233	4.8465	4.05791	1.69798	0.77583	-0.63986	1.29605	-1.31788	0.78047	2.24006	-0.08196	-0.87397	-1.17747
188	0.096	0.766	YEL058W	-0.00731	1.16443	0.3059	-0.25482	-3.2946	-4.15053	-3.65091	-2.84394	0.13214	2.75525	3.23951	3.59709	1.04946	-0.79989	-2.61526	0.20043	-2.10621	0.03612	0.79885	1.90627	1.48687	-2.9377
189	0.098	0.598	YPL158C	1.0053	-0.80628	-0.08814	-1.00561	-3.39643	-3.08373	-3.49705	-1.72038	0.54273	3.05345	4.82967	3.87409	1.0752	0.20447	-0.90974	1.11838	-1.44974	0.87602	-0.32393	-0.02441	-0.57748	0.48849
190	0.098	0.583	YBR241C	-3.4997	3.88731	1.79735	1.22972	-0.12001	-0.70404	-1.02263	0.04776	-1.05233	0.64648	-0.90593	-0.38559	-2.18587	-2.11942	-3.92952	-1.66237	-1.06659	0.68811	-4.1386	2.47901	-0.71148	1.61575
191	0.098	0.437	YDR116C	0.65512	0.48423	-1.15494	-1.14617	-2.59097	-3.31154	-3.06674	-1.88437	-0.24202	2.3236	2.90241	3.18954	2.34805	1.58651	0.18664	2.12267	-0.449	1.04742	1.64318	-0.3045	0.03701	-1.3273
192	0.098	0.427	YCL028W	0.50536	0.82339	-1.18831	-1.16576	-2.48111	-2.62447	-2.26606	-1.29993	-0.06146	1.91512	2.2924	2.61726	1.72524	0.83299	-0.15758	1.72143	-0.51228	0.71375	-0.78001	0.2187	1.97726	-1.59092
193	0.099	0.376	YOL082W	-2.50931	3.00136	1.89735	1.59679	1.01102	0.13107	0.11818	-0.17898	-1.00449	-0.85007	-2.10516	-1.45769	-1.86051	-1.93863	-2.938	-2.52273	-0.5674	-0.46111	-1.59181	3.55829	-0.38944	-0.55266
194	0.1	0.429	YJL039C	-0.33233	1.43265	-1.14566	-1.14609	-2.3664	-2.61183	-2.68071	-0.87935	-0.27351	2.37965	2.46445	2.69121	1.81509	1.55035	0.26206	2.62483	-0.25396	1.61142	-0.74718	-0.91873	-0.13834	0.55182
195	0.1	0.44	YKL205W	1.44126	-1.9307	-0.26002	-0.98614	-3.18831	-2.39595	-2.737	-1.28932	1.51671	3.14917	4.81733	3.79323	1.08801	0.17301	0.01915	1.84204	-1.70878	0.54838	0.68328	-2.22696	0.03568	0.75558
196	0.1	0.234	YLR309C	0.33127	-0.31645	-0.76296	-0.67672	-1.65625	-1.13358	-1.828	-0.52556	0.95118	1.60757	2.84953	2.12123	1.50997	1.18592	1.58525	2.61864	-0.83046	0.2569	2.57632	-2.54915	-0.0742	-0.29396
197	0.101	0.766	YOL048C	-4.34217	3.73319	3.14703	2.42769	0.19201	0.0547	-1.68703	-0.40658	-0.03053	0.26132	0.56625	-0.47245	-3.22291	-3.46958	-4.27528	-2.64644	-2.83251	-1.03291	1.15509	0.81724	-1.66772	0.21241
198	0.101	0.503	YGL071W	-2.03047	2.96605	-0.14578	-0.13393	-0.69787	-2.50306	-2.40446	-0.8447	-1.98477	1.3969	0.08706	0.98005	0.91747	1.59882	-1.22319	1.07386	0.58891	2.32777	-0.39253	1.00145	-2.33299	1.12353
199	0.101	0.102	YGL001C	-1.38021	2.31761	0.51482	0.991	1.63955	-0.34853	0.05717	-1.14703	-1.95776	-2.26378	-2.56206	-2.09692	-0.35771	-0.43664	-1.78361	-2.75817	0.62773	-1.00879	3.50583	2.83649	-0.46012	-3.50334
