Alpha&Cls				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YCR054C	CTR86	unknown	unknown	
YCR057C	PWP2	cytoskeleton (putative)	unknown	
YCR059C	YCR059C	unknown	unknown	
YCR061W	YCR061W	unknown	unknown	
YCR062W	YCR062W	unknown	unknown	
YCR063W	YCR063W	unknown	"unknown; similar to Xenopus G10, a developmentally-regulated"	
YCR064C	YCR064C	unknown	unknown	
YCR065W	HCM1	transcription (putative)	forkhead family of DNA-binding proteins	G1
YCR066W	RAD18	"DNA repair, postreplication"	forms complex with Rad6p; putative ATPase	
YCR067C	SED4	secretion	ER vesicle formation	
YCR069W	SCC3	protein folding	peptidyl-prolyl cis-trans isomerase	S/G2
YCR071C	IMG2	mitochondrial DNA maintenance	unknown	
YCR072C	YCR072C	unknown	unknown; similar to nuclear mRNA processing protein Prp4p	
YCR073C	SSK22	"signaling, high osmolarity pathway"	MAPKKK (mitogen-activated protein kinase kinase kinase)	
YCR075C	ERS1	secretion (putative)	unknown; suppresses erd1 mutation	
YCR076C	YCR076C	unknown	unknown	
YCR077C	PAT1	mitosis; chromosome transmission	topoisomerase II	
YCR079W	YCR079W	unknown	protein phosphatase	
YCR081W	SRB8	transcription	RNA polymerase II mediator subunit
YCR082W	YCR082W	unknown	unknown
YCR083W	TRX3	oxidative stress response	"thioredoxin, mitochondrial"
YCR084C	TUP1	transcription	general repressor
YCR085W	YCR085W	unknown	unknown
YCR087W	YCR087W	unknown	unknown
YCR088W	ABP1	cytoskeleton	actin binding protein
YCR089W	FIG2	mating	"extracellular, cell wall protein"
YCR090C	YCR090C	unknown	unknown
YCR091W	KIN82	unknown	protein kinase
YCR092C	MSH3	"DNA repair, mismatch"	MutS homolog
YCR093W	CDC39	transcription	general negative regulator
YCR094W	CDC50	cell cycle	unknown
YCR095C	YCR095C	unknown	unknown
YCR098C	GIT1	unknown	unknown; similar to phosphate transporter
YCR105W	YCR105W	unknown	unknown; similar to bovine alcohol dehydrogenase
YCR106W	YCR106W	unknown	unknown; similar to transcription factors	
YCR107W	AAD3	unknown	hypothetical aryl-alcohol dehydrogenase	
YDL001W	YDL001W	unknown	unknown; similar to Yfr048p	
YDL002C	NHP10	chromatin structure	non-histone protein	
YDL003W	MCD1	"mitosis, sister chromatid cohesion"	unknown	G1
YDL004W	ATP16	ATP synthesis	F1F0-ATPase subunit	
YDL006W	PTC1	tRNA splicing	protein phosphatase	
YDL008W	APC11	mitosis	anaphase promoting complex subunit	
YDL010W	YDL010W	unknown	unknown; similar to Ybr014p and glutaredoxins	G1
YDL012C	YDL012C	unknown	unknown	
YDL014W	NOP1	"rRNA processing, 35S"	fibrillarin homolog	
YDL015C	YDL015C	unknown	unknown; similar to rat synaptic glycoprotein SC2	
YDL016C	YDL016C	unknown	unknown	
YDL018C	ERP3	membrane trafficking; secretion (putative)	unknown	G1
YDL019C	YDL019C	unknown	unknown; similar to Swh1p	
YDL020C	RPN4	"protein degradation, ubiquitin-mediated"	26S proteasome subunit	
YDL021W	GPM2	glycolysis	phosphoglycerate mutase	
YDL023C	YDL023C	unknown	unknown	
YDL027C	YDL027C	unknown	unknown	
YDL030W	PRP9	mRNA splicing	U2 snRNP activation	
YDL032W	YDL032W	unknown	unknown	
YDL034W	YDL034W	unknown	unknown	
YDL035C	GPR1	"signaling, pheromone pathway"	"G-protein coupled receptor, coupled to Gpa2p"	
YDL036C	YDL036C	unknown	unknown; similar to Rib2p	
YDL037C	YDL037C	unknown	"similar to glucan 1,4-alpha-glucosidase"	G2/M
YDL039C	YDL039C	unknown	unknown	G2/M
YDL041W	YDL041W	unknown	unknown	
YDL046W	YDL046W	unknown	unknown	
YDL047W	SIT4	cell cycle	type 2A related protein phosphatase	
YDL048C	STP4	tRNA splicing	unknown	G2/M
YDL049C	KNH1	cell wall biogenesis	Kre9p homolog	
YDL050C	YDL050C	unknown	unknown	
YDL051W	YLA1	unknown	RNA binding protein	
YDL052C	SLC1	phospholipid metabolism	fatty acyltransferase	
YDL053C	YDL053C	unknown	unknown	
YDL054C	YDL054C	unknown	unknown	
YDL055C	PSA1	mannose metabolism	mannose-1-phosphate guanyltransferase	G1
YDL056W	MBP1	cell cycle	transcription factor	
YDL057W	YDL057W	unknown	unknown	
YDL058W	USO1	secretion	SNARE docking complex assembly	
YDL059C	RAD59	DNA repair and recombination	unknown	
YDL060W	YDL060W	unknown	unknown	
YDL062W	YDL062W	unknown	unknown	
YDL063C	YDL063C	unknown	unknown	
YDL064W	UBC9	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YDL066W	IDP1	TCA cycle	isocitrate dehydrogenase (NADP+)	
YDL067C	COX9	oxidative phosphorylation	cytochrome c oxidase assembly	
YDL068W	YDL068W	unknown	unknown	
YDL069C	CBS1	protein synthesis	translation activator of COB mRNA (mitochondria)	
YDL070W	BDF2	unknown	unknown; similar to mammalian glycogen	
YDL072C	YDL072C	unknown	unknown	
YDL074C	YDL074C	unknown	unknown	
YDL075W	RPL31A	protein synthesis	ribosomal protein L31A	
YDL076C	YDL076C	unknown	unknown	
YDL077C	VAM6	protein degradation	vacuolar carboxypeptidase Y	
YDL078C	MDH3	TCA cycle	malate dehydrogenase	
YDL079C	MRK1	unknown	protein kinase	
YDL080C	THI3	thiamine metabolism	alpha-ketoisocaproate carboxylase	
YDL081C	RPP1A	protein synthesis	"ribosomal protein P1A, acidic"	
YDL082W	RPL13A	protein synthesis	ribosomal protein L13A	
YDL084W	SUB2	mRNA splicing	RNA helicase	
YDL086W	YDL086W	unknown	unknown	
YDL088C	ASM4	unknown	unknown; suppresses ts mutations in pol3	
YDL089W	YDL089W	unknown	unknown	M/G1
YDL090C	RAM1	protein processing	farnesyltransferase	
YDL092W	SRP14	secretion	signal recognition particle subunit	
YDL093W	PMT5	protein glycosylation	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	G1
YDL094C	YDL094C	unknown	unknown	
YDL095W	PMT1	protein glycosylation	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	G1
YDL096C	YDL096C	unknown	unknown	G1
YDL097C	RPN6	protein degradation	26S proteasome regulatory subunit	
YDL100C	YDL100C	unknown	unknown; similar to E. coli arsenical pump-driving ATPase	
YDL101C	DUN1	DNA repair	DNA damage-responsive protein kinase	G1
YDL102W	CDC2	DNA replication	DNA polymerase delta catalytic 125 KD subunit	G1
YDL103C	QRI1	UDP-N-acetylglucosamine biosynthesis	UDP-N-acetylglucosamine pyrophosphorylase	G1
YDL104C	QRI7	unknown	unknown; similar to E. coli orfx gene	
YDL105W	QRI2	unknown	unknown	G1
YDL106C	GRF10	phosphate signaling	transcription factor	
YDL107W	MSS2	"mRNA splicing, COX1 mRNA"	unknown	
YDL108W	KIN28	transcription	protein kinase; also TFIIH subunit	
YDL110C	YDL110C	unknown	unknown	
YDL111C	RRP42	rRNA processing	exoribonuclease	
YDL112W	TRM3	tRNA processing	tRNA robose methylase	
YDL113C	YDL113C	unknown	unknown	
YDL114W	YDL114W	unknown	unknown	
YDL115C	YDL115C	unknown	unknown	
YDL116W	NUP84	nuclear protein targeting	nuclear pore protein	
YDL117W	YDL117W	unknown	unknown	M/G1
YDL118W	YDL118W	unknown	unknown	
YDL120W	YFH1	"iron homeostasis, mitochondrial"	frataxin homolog	
YDL121C	YDL121C	unknown	unknown	
YDL122W	UBP1	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YDL123W	YDL123W	unknown	unknown	
YDL124W	YDL124W	unknown	unknown	
YDL125C	HNT1	unknown	unknown; similar to protein kinase C inhibitor-I	
YDL126C	CDC48	ubiquitin mediated degredation	microsomal AAA ATPase family	
YDL127W	PCL2	cell cycle	G1/S cyclin	G1
YDL128W	VCX1	transport	vacuolar H+/Ca(2+) exchanger	G2/M
YDL129W	YDL129W	unknown	unknown	
YDL130W	RPP1B	protein synthesis	"ribosomal protein L44', acidic"	
YDL131W	LYS21	lysine biosynthesis	homocitrate synthase	
YDL132W	CDC53	cell cycle	G1 cyclin degradation	
YDL133W	YDL133W	unknown	unknown	
YDL134C	PPH21	cell cycle	protein phosphatase 2A	
YDL135C	RDI1	signaling	rho GDP dissociation inhibitor for Rho1p	
YDL136W	RPL35B	protein synthesis	ribosomal protein L35B	
YDL137W	ARF2	secretion	ADP-ribosylation factor	
YDL138W	RGT2	transport	glucose permease	G2/M
YDL139C	YDL139C	unknown	unknown	
YDL140C	RPO21	transcription	RNA polymerase II 215 kD subunit	
YDL141W	BPL1	protein processing	biotin:apoprotein ligase	
YDL142C	CRD1	lipid biosynthesis	cardiolipin synthase	
YDL143W	CCT4	protein folding	cytoplasmic chaperonin subunit	
YDL144C	YDL144C	unknown	unknown	
YDL145C	COP1	secretion	vesicle coat component	
YDL146W	YDL146W	unknown	unknown	
YDL150W	RPC53	transcription	RNA polymerase III 47 kD subunit	
YDL152W	YDL152W	unknown	unknown	
YDL157C	YDL157C	unknown	unknown	G1
YDL171C	GLT1	glutamate biosynthesis	glutamate synthase (NAPDPH) (GOGAT)	
YDL172C	YDL172C	unknown	unknown	
YDL174C	DLD1	pyruvate metabolism	D-lactate dehydrogenase	
YDL176W	YDL176W	unknown	unknown	
YDL177C	YDL177C	unknown	unknown	
YDL178W	AIP2	unknown	actin interacting protein	
YDL180W	YDL180W	unknown	unknown	G2/M
YDL183C	YDL183C	unknown	unknown	
YDL184C	RPL41A	protein synthesis	ribosomal protein L41A	
YDL193W	YDL193W	unknown	unknown
YDL194W	SNF3	transport	glucose permease
YDL196W	YDL196W	unknown	unknown
YDL198C	YHM1	transport	mitochondrial carrier family
YDL207W	GLE1	mRNA export	unknown
YDL213C	YDL213C	unknown	unknown
YDL215C	GDH2	glutamate metabolism	NAD-dependent glutamate dehydrogenase
YDL218W	YDL218W	unknown	unknown
YDL219W	YDL219W	unknown	unknown
YDL220C	CDC13	"cell cycle, G2/M"	telomere binding protein
YDL221W	YDL221W	unknown	unknown
YDL223C	YDL223C	unknown	unknown
YDL224C	WHI4	cell size	putative RNA binding protein
YDL225W	SHS1	cytokinesis	septin (putative)
YDL226C	GCS1	secretion	vesicle transport; GAP for ARF
YDL228C	YDL228C	unknown	unknown; similar to Achlya klebsiana glutamate
YDL230W	PTP1	unknown	protein phosphatase	
YDL231C	YDL231C	unknown	major facilitator superfamily	
YDL232W	OST4	protein glycosylation	oligosaccharyltransferase complex assembly	
YDL233W	YDL233W	unknown	unknown	
YDL234C	GYP7	vacuole inheritance	GTPase-activating protein for Ypt7p	
YDL235C	YPD1	signaling	two-component phosphorelay intermediate	
YDL236W	PHO13	unknown	protein phosphatase and 4-nitrophenylphosphatase	
YDL238C	YDL238C	unknown	unknown	
YDL240W	LRG1	sporulation	GTPase-activating protein of the rho/rac family	
YDL242W	YDL242W	unknown	unknown	
YDL243C	AAD4	unknown	hypothetical aryl-alcohol dehydrogenase	
YDL244W	THI13	unknown	"unknown; similar to Thi5p, Thi11p, and Thi12p"	
YDL246C	YDL246C	unknown	unknown; similar to Sor1p (SOR1 and YDL246C code for nearly	
YDL247W	YDL247W	unknown	"unknown; similar to maltose permeases including Yjr160p,"	
YDL248W	COS7	unknown	unknown; similar to other subtelomerically-encoded	
YDR001C	NTH1	trehalose metabolism	"alpha, alpha-trehalase"	G1
YDR002W	YRB1	nuclear protein targeting	GTPase-activating protein for Ran	
YDR003W	YDR003W	unknown	unknown; similar to Ybr005p	
YDR004W	RAD57	DNA repair and recombination	RecA homolog	
YDR005C	MAF1	protein targeting (putative)	unknown	
YDR006C	SOK1	unknown	suppressor of a cAMP-dependent protein kinase mutant	
YDR008C	YDR008C	unknown	unknown	
YDR010C	YDR010C	unknown	unknown	
YDR011W	SNQ2	4-nitroquinoline-N-oxide resistance	putative ATP-dependent permease	S/G2
YDR012W	RPL4B	protein synthesis	ribosomal protein L4B	
YDR013W	YDR013W	unknown	unknown	
YDR014W	YDR014W	unknown	unknown	
YDR015C	YDR015C	unknown	unknown	
YDR016C	YDR016C	unknown	unknown	
YDR017C	KCS1	cell wall organization	(putative) transcription factor	
YDR018C	YDR018C	unknown	unknown; similar to Ybr042p	
YDR019C	GCV1	amino acid metabolism	glycine decarboxylase T subunit	
YDR020C	YDR020C	unknown	unknown; similar to uridine kinases and phosphoribulokinases	
YDR021W	FAL1	rRNA processing	RNA helicase 	
YDR022C	CIS1	microtubule assembly	cik1 suppressor	
YDR023W	SES1	protein synthesis	"tRNA synthetase, seryl"	
YDR024W	YDR024W	unknown	unknown	
YDR025W	RPS11A	protein synthesis	ribosomal protein S11A	
YDR027C	LUV1	vacuole biogenesis (putative)	unknown	
YDR028C	REG1	glucose repression	protein phosphatase regulator	
YDR029W	YDR029W	unknown	unknown	S/G2
YDR030C	RAD28	DNA repair	unknown	
YDR031W	YDR031W	unknown	unknown	
YDR032C	YDR032C	unknown	unknown; similar to Ycp4p and S. pombe OBR1 brefeldin A	
YDR033W	MRH1	unknown	similar to Yro2p and Hsp30p	G2/M
YDR034C	LYS14	lysine biosynthesis	transcription factor	
YDR035W	ARO3	aromatic amino acid biosynthesis	DAHP synthase	
YDR036C	YDR036C	unknown	unknown; similar to enoyl CoA hydratase	
YDR037W	KRS1	protein synthesis	"tRNA synthetase, lysyl"	
YDR038C	ENA5	transport	Na(+) ATPase	
YDR039C	ENA2	transport	plasma membrane ATPase	
YDR040C	ENA1	transport	plasma membrane ATPase	
YDR041W	YDR041W	protein synthesis	"ribosomal protein, mitochondrial"	
YDR042C	YDR042C	unknown	unknown	
YDR043C	NRG1	unknown	unknown; suppresses snf mutation(s)	
YDR044W	HEM13	heme biosynthesis	coproporphyrinogen III oxidase	
YDR045C	RPC11	transcription	RNA polymerase III subunit C11	
YDR046C	BAP3	transport	branched-chain amino acid permease	
YDR047W	HEM12	heme biosynthesis	uroporphyrinogen decarboxylase	
YDR048C	YDR048C	unknown	unknown	
YDR050C	TPI1	glycolysis	triosephosphate isomerase	
YDR051C	YDR051C	unknown	unknown	
YDR052C	DBF4	cell cycle	Cdc7p (kinase) regulator	
YDR053W	YDR053W	unknown	unknown	G1
YDR054C	CDC34	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YDR055W	PST1	unknown	unknown; secreted by regenerating protoplasts	M/G1
YDR057W	YDR057W	unknown	unknown	
YDR059C	UBC5	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YDR060W	YDR060W	unknown	unknown; similar to human CCAAT-binding protein (GB:Z49209)	
YDR061W	YDR061W	unknown	unknown; similar to E. coli photorepair protein	
YDR062W	LCB2	sphingolipid biosynthesis	serine C-palmitoyltransferase subunit	
YDR064W	RPS13	protein synthesis	ribosomal protein S13	
YDR066C	YDR066C	unknown	unknown; similar to Yer139p	
YDR067C	YDR067C	unknown	unknown	
YDR068W	DOS2	unknown	unknown	
YDR069C	DOA4	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YDR070C	YDR070C	unknown	unknown	
YDR071C	YDR071C	unknown	unknown	
YDR072C	IPT1	sphingolipid biosynthesis	inositolphosphotransferase 1	
YDR073W	SNF11	transcription	component of SWI/SNF global activator complex	
YDR074W	TPS2	trehalose metabolism	trehalose-6-phosphate phosphatase	
YDR076W	RAD55	DNA repair and recombination	RecA homolog	
YDR077W	SED1	unknown	putative cell surface glycoprotein	G2/M
YDR078C	YDR078C	unknown	unknown	
YDR080W	VPS41	vacuolar protein targeting	component of vacuolar membrane protein complex	
YDR084C	YDR084C	unknown	unknown	
YDR085C	AFR1	mating	"cytoskeletal protein, similar to arrestins"	M/G1
YDR086C	SSS1	secretion	ER protein translocation complex subunit	
YDR087C	RRP1	rRNA processing	unknown	
YDR088C	SLU7	mRNA splicing	3' splice site selection	
YDR090C	YDR090C	unknown	unknown; similar to Yro2p	
YDR091C	RLI1	unknown	unknown; similar to members of the ATP-binding cassette	
YDR092W	UBC13	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YDR093W	YDR093W	unknown	unknown; similar to members of Drs2p family of P-type	
YDR094W	YDR094W	unknown	unknown	
YDR095C	YDR095C	unknown	unknown	
YDR097C	MSH6	DNA repair	MutS homolog; mismatch repair	G1
YDR098C	GRX3	oxidative stress response	glutaredoxin	
YDR099W	BMH2	unknown	suppresses clathrin deficiency	
YDR100W	YDR100W	unknown	unknown	
YDR101C	YDR101C	unknown	unknown	
YDR102C	YDR102C	unknown	unknown	
YDR103W	STE5	"signaling, pheromone pathway"	scaffold protein for MAP kinase cascade	
YDR104C	YDR104C	unknown	unknown	
YDR105C	YDR105C	unknown	unknown	
YDR106W	ARP10	cytoskeleton (putative)	actin-related protein	
YDR107C	YDR107C	unknown	unknown; similar to Emp70p	
YDR108W	GSG1	meiosis	unknown	
YDR109C	YDR109C	unknown	unknown; similar to FGGY kinase family (GB:Z48758)	
YDR110W	FOB1	DNA replication(putative)	fork blocking protein	
YDR111C	YDR111C	unknown	unknown; similar to alanine aminotransferase (GB:Z48758)	
YDR112W	YDR112W	unknown	unknown	
YDR113C	PDS1	cell cycle	anaphase inhibitor (putative)	G1
YDR114C	YDR114C	unknown	unknown	
YDR115W	YDR115W	unknown	unknown; similar to prokaryotic L34 ribosomal protein	
YDR116C	YDR116C	unknown	unknown; similar to prokaryotic ribosomal protein L1	
YDR117C	YDR117C	unknown	unknown	
YDR118W	APC4	cell cycle	anaphase-promoting complex subunit	
YDR120C	TRM1	tRNA processing	tRNA methyltransferase	
YDR121W	DPB4	DNA replication	DNA polymerase epsilon subunit	
YDR122W	KIN1	unknown	protein kinase	
YDR123C	INO2	phospholipid biosynthesis	transcription factor	
YDR124W	YDR124W	unknown	unknown	
YDR128W	YDR128W	unknown	unknown	
YDR131C	YDR131C	unknown	unknown	
YDR133C	YDR133C	unknown	unknown	
YDR135C	YCF1	transport	vacuolar glutathione S-conjugate transporter	
YDR138W	HPR1	"mitosis, recombination"	related to topoisomerase	
YDR140W	YDR140W	unknown	unknown	
YDR142C	PEX7	peroxisome biogenesis	import receptor	
YDR143C	SAN1	silencing	(putative) transcriptional regulator	
YDR144C	MKC7	protein degradation	periplasmic aspartyl protease	G1
YDR145W	TAF61	transcription	TFIID 61 kDsubunit	
YDR147W	EKI1	phospholipid metabolism	ethanolamine kinase	
YDR148C	KGD2	TCA cycle	2-oxoglutarate dehydrogenase	
YDR149C	YDR149C	unknown	unknown	S/G2
YDR150W	NUM1	"mitosis, nuclear migration"	unknown	S/G2
YDR151C	CTH1	unknown	unknown	
YDR153C	YDR153C	unknown	unknown	
YDR155C	CPH1	protein folding	peptidyl-prolyl cis-trans isomerase	
YDR156W	RPA14	transcription	RNA polymerase I subunit A14	
YDR157W	YDR157W	unknown	unknown	M/G1
YDR158W	HOM2	threonine and methionine biosynthesis	aspartate-semialdehyde dehydrogenase	
YDR159W	SAC3	leucine transport	nuclear protein	
YDR160W	SSY1	transport	regulator of transporters
YDR161W	TCI1	unknown	interacts with PP2C
YDR162C	NBP2	unknown	interacts with Nap1p
YDR163W	YDR163W	unknown	unknown
YDR164C	SEC1	secretion	SNARE docking complex subunit (putative0
YDR165W	YDR165W	unknown	unknown
YDR166C	SEC5	secretion	exocyst complex subunit
YDR168W	CDC37	cell cycle	chaperone
YDR169C	STB3	unknown	binds Sin3p
YDR171W	HSP42	cytoskeleton assembly	"heat shock protein, similar to HSP26"
YDR172W	SUP35	protein synthesis	translation release factor
YDR173C	ARG82	arginine metabolism	transcription factor
YDR174W	HMO1	chromatin structure	non-histone protein
YDR176W	NGG1	chromatin structure	histone acetyltransferase complex subunit
YDR177W	UBC1	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme
YDR178W	SDH4	"TCA cycle, oxidative phosphorylation"	succinate dehydrogenase anchor subunit
YDR179C	YDR179C	unknown	unknown	
YDR180W	SCC2	"mitosis, sister chromatid cohesion"	unknown; binds chromosomes	
YDR182W	CDC1	Mn2+ ion homeostasis	unknown	
YDR185C	YDR185C	unknown	unknown; similar to Msf1p	
YDR186C	YDR186C	unknown	unknown	
YDR187C	YDR187C	unknown	unknown	
YDR188W	CCT6	protein folding	cytoplasmic chaperonin complex	
YDR189W	SLY1	secretion	SNARE docking complex subunit	
YDR190C	RVB1	unknown	unknown; similar to RUVB	G2/M
YDR191W	HST4	silencing (telomere)	unknown; similar to nuclear lamins	M/G1
YDR192C	NUP42	nuclear protein targeting	nuclear pore protein	
YDR193W	YDR193W	unknown	unknown	
YDR195W	REF2	mRNA 3'-end processing	unknown	
YDR196C	YDR196C	unknown	unknown	
YDR197W	CBS2	protein synthesis	translation activator of COB mRNA	
YDR201W	SPC19	cytoskeleton	spindle pole body component	
YDR203W	YDR203W	unknown	unknown
YDR204W	COQ4	ubiquinone biosynthesis	unknown
YDR205W	YDR205W	unknown	unknown; similar to Cot1p
YDR206W	EBS1	unknown	unknown; similar to Est1p; bcy1 suppressor
YDR207C	UME6	meiosis	transcription factor
YDR208W	MSS4	actin organization	Phosphatidylinositol 4-Phosphate Kinase
YDR209C	YDR209C	unknown	unknown
YDR210W	YDR210W	unknown	unknown
YDR211W	GCD6	protein synthesis	translation initiation factor eIF2b subunit
YDR214W	YDR214W	unknown	unknown
YDR215C	YDR215C	unknown	unknown
YDR216W	ADR1	transcription	ADH2 and peroxisomal protein transcription factor
YDR217C	RAD9	DNA repair; DNA damage checkpoint	unknown
YDR218C	SPR28	sporulation	septin-related protein
YDR219C	YDR219C	unknown	unknown
YDR220C	YDR220C	unknown	unknown
YDR221W	YDR221W	unknown	unknown; similar to the beta subunit of human glucosidase	
YDR222W	YDR222W	unknown	unknown	
YDR223W	YDR223W	unknown	unknown	
YDR224C	HTB1	chromatin structure	histone H2B	S
YDR225W	HTA1	chromatin structure	histone H2A	S
YDR226W	ADK1	metabolism	cytosolic adenylate kinase	
YDR227W	SIR4	silencing	"nuclear coiled-coil protein, regulator of silencing"	
YDR229W	YDR229W	unknown	unknown	
YDR230W	YDR230W	unknown	unknown	
YDR231C	COX20	respiration	req. for cytochrome oxidase assembly	
YDR232W	HEM1	heme biosynthesis	5-aminolevulinate synthase	
